order_id,customer_id,product,category,quantity,price,discount,order_date,region,delivered
50070,1083,Smartphone X,Electrónica,2,652.75,0.0,2024-09-19,Oeste,Yes
50071,1114,Auriculares Pro,Electrónica,5,141.21,0.0,2025-08-24,Sur,Yes
50072,1391,Sartén Antiadherente,Hogar,3,36.09,0.1,2024-10-22,Sur,Yes
50073,1328,Muñeca Interactiva,Juguetes,2,35.68,0.0,2024-03-22,Oeste,Yes
50074,1088,Camiseta Básica,Ropa,1,11.72,0.1,2024-05-08,Oeste,No
50075,1154,Zapatillas Running,Ropa,3,95.28,0.0,2024-04-10,Oeste,Yes
50076,1207,Camiseta Básica,Ropa,5,13.5,0.0,2024-09-27,Oeste,Yes
50077,1266,Zapatillas Running,Ropa,2,91.72,0.2,2024-08-21,Norte,Yes
50078,1375,Smartphone X,Electrónica,3,675.67,0.0,2025-06-14,Sur,Yes
50079,1349,Aspiradora Ciclónica,Hogar,2,176.24,0.4,2025-07-02,Este,Yes
50080,1391,Aspiradora Ciclónica,Hogar,2,154.83,0.0,2024-05-17,Este,Yes
50081,1017,Camiseta Básica,Ropa,2,12.61,0.0,2025-08-01,Sur,Yes
50082,1095,Camiseta Básica,Ropa,4,10.76,0.0,2025-01-15,Este,Yes
50083,1226,Juego Bloques 500pzs,Juguetes,7,44.46,0.0,2024-08-16,Sur,Yes
50084,1020,Portátil Air,Electrónica,2,1059.71,0.05,2024-10-10,Este,Yes
50085,1143,Smartphone X,Electrónica,1,647.36,0.0,2024-10-29,Sur,Yes
50086,1062,Smartphone X,Electrónica,2,740.06,0.05,2024-06-02,Sur,Yes
50087,1374,Coche Teledirigido,Juguetes,1,58.79,0.2,2025-06-20,Norte,Yes
50088,1026,Chaqueta Invierno,Ropa,1,77.24,0.0,2024-03-07,Norte,Yes
50089,1060,Auriculares Pro,Electrónica,1,122.24,0.0,2024-04-08,Oeste,No
50090,1079,Coche Teledirigido,Juguetes,2,58.09,0.0,2024-07-29,Sur,Yes
50091,1060,Auriculares Pro,Electrónica,1,131.72,0.15,2024-05-18,Norte,Yes
50092,1228,Chaqueta Invierno,Ropa,1,84.44,0.05,2024-04-03,Este,Yes
50093,1146,Smartphone X,Electrónica,4,570.55,0.0,2024-09-27,Este,Yes
50094,1365,Cafetera Espresso,Hogar,1,234.5,0.05,2024-09-23,Norte,Yes
50095,1105,Cafetera Espresso,Hogar,3,251.77,0.05,2024-05-08,Sur,Yes
50096,1215,Juego Bloques 500pzs,Juguetes,5,44.69,0.0,2025-05-19,Norte,Yes
50097,1265,Camiseta Básica,Ropa,2,12.34,0.0,2025-06-28,Este,Yes
50098,1251,Camiseta Básica,Ropa,1,12.22,0.5,2025-03-31,,Yes
50099,1319,Muñeca Interactiva,Juguetes,1,38.17,0.0,2024-12-12,Norte,Yes
50100,1081,Juego Bloques 500pzs,Juguetes,2,43.34,0.0,2025-08-03,Norte,Yes
50101,1203,Smartphone X,Electrónica,2,686.99,0.0,2024-09-09,Este,Yes
50102,1321,Cafetera Espresso,Hogar,1,269.02,0.05,2024-10-21,Norte,Yes
50103,1346,Juego Bloques 500pzs,Juguetes,2,42.69,0.0,2024-03-09,Oeste,Yes
50104,1248,Sartén Antiadherente,Hogar,2,31.86,0.0,2025-03-24,Norte,Yes
50105,1261,Aspiradora Ciclónica,Hogar,1,161.04,0.0,2024-04-20,Este,Yes
50106,1346,Smartphone X,Electrónica,3,775.35,0.1,2025-03-01,Sur,Yes
50107,1250,Smartphone X,Electrónica,1,684.31,0.0,2025-05-04,Sur,Yes
50108,1380,Smartphone X,Electrónica,1,745.91,0.3,2024-06-28,Norte,Yes
50109,1052,Auriculares Pro,Electrónica,4,140.12,0.0,2025-01-30,Oeste,Yes
50110,1140,Muñeca Interactiva,Juguetes,1,38.83,0.0,2024-08-14,Oeste,Yes
50111,1045,Aspiradora Ciclónica,Hogar,3,156.65,0.4,2024-10-05,Norte,Yes
50112,1037,Juego Bloques 500pzs,Juguetes,2,43.96,0.15,2024-12-16,Norte,Yes
50113,1189,Camiseta Básica,Ropa,1,11.79,0.0,2024-07-15,Oeste,Yes
50114,1091,Muñeca Interactiva,Juguetes,6,41.33,0.2,2025-05-12,Este,Yes
50115,1163,Portátil Air,Electrónica,1,1218.39,0.05,2024-10-03,Norte,Yes
50116,1176,Coche Teledirigido,Juguetes,1,59.97,0.0,2024-11-09,Norte,Yes
50117,1249,Smartphone X,Electrónica,5,643.94,0.2,2025-05-22,Este,Yes
50118,1379,Smartphone X,Electrónica,3,651.66,0.15,2024-07-04,Este,No
50119,1340,Smartphone X,Electrónica,3,803.88,0.0,2024-11-04,,Yes
50120,1152,Juego Bloques 500pzs,Juguetes,1,44.44,0.05,2025-08-28,Oeste,Yes
50121,1131,Camiseta Básica,Ropa,1,11.35,0.0,2024-10-06,Sur,Yes
50122,1309,Zapatillas Running,Ropa,3,104.52,0.0,2024-05-03,Sur,Yes
50123,1050,Zapatillas Running,Ropa,1,96.87,0.4,2024-08-04,Sur,No
50124,1217,Juego Bloques 500pzs,Juguetes,1,46.82,0.05,2025-08-07,Sur,Yes
50125,1170,Chaqueta Invierno,Ropa,4,78.24,0.05,2025-04-21,Norte,Yes
50126,1074,Smartphone X,Electrónica,1,683.41,0.05,2025-05-19,Norte,No
50127,1247,Chaqueta Invierno,Ropa,1,78.06,0.05,2024-07-18,Sur,Yes
50128,1129,Camiseta Básica,Ropa,1,10.84,0.0,2025-06-04,Este,Yes
50129,1075,Cafetera Espresso,Hogar,2,247.47,0.4,2024-10-02,Norte,Yes
50130,1262,Juego Bloques 500pzs,Juguetes,3,45.93,0.05,2025-05-11,Sur,Yes
50131,1070,Auriculares Pro,Electrónica,5,145.71,0.1,2025-06-27,,Yes
50132,1270,Juego Bloques 500pzs,Juguetes,1,45.27,0.05,2024-06-23,Este,Yes
50133,1065,Smartphone X,Electrónica,1,584.79,0.0,2025-07-29,Oeste,Yes
50134,1174,Aspiradora Ciclónica,Hogar,2,157.95,0.0,2025-02-11,Oeste,Yes
50135,1324,Chaqueta Invierno,Ropa,2,94.15,0.0,2025-04-06,Este,Yes
50136,1092,Camiseta Básica,Ropa,2,12.73,0.0,2025-04-20,Norte,Yes
50137,1308,Zapatillas Running,Ropa,6,89.61,0.1,2024-06-01,Sur,Yes
50138,1289,Camiseta Básica,Ropa,2,12.5,0.2,2025-04-14,Este,No
50139,1362,Juego Bloques 500pzs,Juguetes,2,42.66,0.0,2024-06-25,Norte,Yes
50140,1068,Muñeca Interactiva,Juguetes,8,35.3,0.0,2024-07-28,Norte,Yes
50141,1287,Juego Bloques 500pzs,Juguetes,1,43.9,0.1,2024-05-03,Norte,Yes
50142,1375,Zapatillas Running,Ropa,6,95.61,0.0,2024-06-08,Sur,Yes
50143,1306,Sartén Antiadherente,Hogar,2,27.81,0.3,2025-08-20,Sur,No
50144,1076,Zapatillas Running,Ropa,2,87.36,0.0,2024-08-28,Norte,Yes
50145,1329,Juego Bloques 500pzs,Juguetes,6,45.03,0.0,2024-09-29,Oeste,Yes
50146,1043,Sartén Antiadherente,Hogar,2,31.09,0.0,2024-11-19,Oeste,Yes
50147,1236,Zapatillas Running,Ropa,2,97.63,0.3,2025-03-27,Norte,Yes
50148,1200,Chaqueta Invierno,Ropa,1,72.28,0.0,2025-01-10,Oeste,Yes
50149,1213,Chaqueta Invierno,Ropa,3,82.95,0.1,2024-12-20,Norte,Yes
50150,1208,Sartén Antiadherente,Hogar,2,29.35,0.0,2025-06-03,,Yes
50151,1013,Cafetera Espresso,Hogar,1,277.63,0.0,2024-11-28,Oeste,Yes
50152,1204,Zapatillas Running,Ropa,3,83.59,0.2,2025-04-27,Norte,No
50153,1375,Juego Bloques 500pzs,Juguetes,3,41.56,0.0,2025-07-14,Oeste,Yes
50154,1175,Juego Bloques 500pzs,Juguetes,2,46.31,0.0,2025-03-07,Oeste,Yes
50155,1111,Zapatillas Running,Ropa,1,106.07,0.05,2024-03-20,Oeste,Yes
50156,1398,Coche Teledirigido,Juguetes,2,60.3,0.2,2024-07-23,Oeste,Yes
50157,1040,Portátil Air,Electrónica,1,1246.24,0.0,2025-02-03,Este,Yes
50158,1195,Muñeca Interactiva,Juguetes,1,39.05,0.0,2024-11-18,Norte,No
50159,1206,Camiseta Básica,Ropa,2,11.14,0.5,2024-08-04,Oeste,No
50160,1192,Sartén Antiadherente,Hogar,1,30.9,0.1,2024-09-01,Este,Yes
50161,1369,Camiseta Básica,Ropa,1,10.98,0.2,2024-04-13,Este,Yes
50162,1169,Zapatillas Running,Ropa,3,86.5,0.15,2024-07-07,Sur,Yes
50163,1390,Chaqueta Invierno,Ropa,1,81.22,0.1,2025-05-04,Este,Yes
50164,1027,Cafetera Espresso,Hogar,8,229.42,0.0,2024-03-06,Norte,Yes
50165,1294,Smartphone X,Electrónica,6,714.64,0.0,2025-06-03,Este,Yes
50166,1238,Coche Teledirigido,Juguetes,2,53.62,0.1,2024-09-03,Norte,Yes
50167,1097,Coche Teledirigido,Juguetes,7,60.22,0.1,2025-05-18,Este,Yes
50168,1092,Sartén Antiadherente,Hogar,5,30.91,0.4,2024-07-19,Oeste,Yes
50169,1288,Sartén Antiadherente,Hogar,1,35.15,0.05,2025-05-29,Sur,Yes
50170,1256,Cafetera Espresso,Hogar,3,254.64,0.0,2025-01-08,Sur,No
50171,1245,Portátil Air,Electrónica,1,1302.72,0.05,2025-06-11,Sur,Yes
50172,1021,Cafetera Espresso,Hogar,3,235.83,0.05,2024-04-04,Oeste,Yes
50173,1240,Portátil Air,Electrónica,2,1203.71,0.0,2025-05-12,Este,Yes
50174,1393,Cafetera Espresso,Hogar,1,231.9,0.15,2024-07-27,Sur,Yes
50175,1007,Camiseta Básica,Ropa,1,11.65,0.05,2024-09-14,Norte,Yes
50176,1188,Cafetera Espresso,Hogar,7,244.43,0.0,2024-03-25,Norte,Yes
50177,1198,Juego Bloques 500pzs,Juguetes,1,42.71,0.05,2025-08-06,Sur,Yes
50178,1359,Portátil Air,Electrónica,1,1096.98,0.1,2025-02-16,Oeste,Yes
50179,1114,Aspiradora Ciclónica,Hogar,1,143.27,0.3,2025-08-21,Este,Yes
50180,1191,Zapatillas Running,Ropa,2,79.44,0.0,2025-01-06,Norte,Yes
50181,1287,Camiseta Básica,Ropa,4,11.11,0.05,2024-05-26,Oeste,Yes
50182,1025,Aspiradora Ciclónica,Hogar,4,165.98,0.05,2024-09-02,Sur,Yes
50183,1321,Muñeca Interactiva,Juguetes,2,34.64,0.05,2024-10-28,Oeste,No
50184,1329,Smartphone X,Electrónica,1,632.06,0.0,2024-05-20,Norte,No
50185,1288,Muñeca Interactiva,Juguetes,1,43.89,,2025-07-25,Este,Yes
50186,1260,Coche Teledirigido,Juguetes,2,56.37,0.3,2025-08-08,Oeste,Yes
50187,1300,Sartén Antiadherente,Hogar,4,32.72,0.05,2025-01-04,Norte,Yes
50188,1313,Aspiradora Ciclónica,Hogar,3,166.15,0.05,2025-01-15,Este,No
50189,1362,Chaqueta Invierno,Ropa,2,82.66,0.0,2025-03-22,Oeste,Yes
50190,1172,Auriculares Pro,Electrónica,2,115.25,0.05,2025-03-08,Norte,Yes
50191,1183,Sartén Antiadherente,Hogar,2,31.48,0.0,2024-04-04,Norte,Yes
50192,1256,Juego Bloques 500pzs,Juguetes,2,39.9,0.1,2024-12-17,Este,Yes
50193,1078,Portátil Air,Electrónica,2,1404.32,,2025-05-01,Sur,Yes
50194,1343,Cafetera Espresso,Hogar,3,221.2,0.1,2025-05-17,Norte,Yes
50195,1309,Cafetera Espresso,Hogar,2,230.74,0.0,2025-01-22,Sur,Yes
50196,1253,Juego Bloques 500pzs,Juguetes,6,41.72,0.1,2025-07-06,Este,Yes
50197,1121,Chaqueta Invierno,Ropa,2,70.72,0.05,2025-01-16,Sur,Yes
50198,1140,Chaqueta Invierno,Ropa,1,86.48,0.0,2024-09-27,Sur,Yes
50199,1174,Chaqueta Invierno,Ropa,1,92.4,0.0,2024-10-30,Oeste,Yes
50200,1266,Coche Teledirigido,Juguetes,2,57.04,0.2,2025-03-14,Este,Yes
50201,1312,Coche Teledirigido,Juguetes,2,53.55,0.05,2025-06-30,Oeste,Yes
50202,1269,Chaqueta Invierno,Ropa,2,66.63,0.0,2024-07-05,Sur,Yes
50203,1372,Muñeca Interactiva,Juguetes,3,38.33,0.0,2024-08-09,Oeste,Yes
50204,1385,Sartén Antiadherente,Hogar,1,31.29,0.0,2025-02-21,Este,Yes
50205,1282,Chaqueta Invierno,Ropa,3,75.4,0.1,2025-04-24,Norte,Yes
50206,1149,Smartphone X,Electrónica,3,709.83,0.05,2024-10-06,Oeste,Yes
50207,1240,Aspiradora Ciclónica,Hogar,2,163.4,0.0,2025-02-17,Sur,Yes
50208,1171,Aspiradora Ciclónica,Hogar,2,162.6,,2024-03-04,Norte,Yes
50209,1252,Muñeca Interactiva,Juguetes,1,38.14,0.1,2024-08-08,Norte,No
50210,1325,Cafetera Espresso,Hogar,2,229.8,0.15,2025-08-07,Este,Yes
50211,1148,Smartphone X,Electrónica,4,731.58,0.0,2025-01-11,Norte,Yes
50212,1203,Sartén Antiadherente,Hogar,5,32.03,0.0,2025-06-20,Sur,Yes
50213,1019,Cafetera Espresso,Hogar,2,264.48,0.0,2024-06-28,Norte,Yes
50214,1295,Zapatillas Running,Ropa,1,100.25,0.0,2024-08-07,,Yes
50215,1196,Zapatillas Running,Ropa,3,85.55,0.0,2025-08-18,,Yes
50216,1184,Juego Bloques 500pzs,Juguetes,3,40.48,0.0,2025-08-30,Este,Yes
50217,1213,Aspiradora Ciclónica,Hogar,1,150.59,0.0,2025-06-25,Norte,Yes
50218,1087,Cafetera Espresso,Hogar,4,230.59,0.1,2024-08-22,Norte,Yes
50219,1240,Zapatillas Running,Ropa,1,100.02,0.0,2025-05-14,Este,Yes
50220,1299,Camiseta Básica,Ropa,1,12.3,0.1,2024-11-07,Sur,No
50221,1140,Sartén Antiadherente,Hogar,1,34.46,0.0,2025-06-07,Este,Yes
50222,1053,Muñeca Interactiva,Juguetes,1,40.08,0.05,2025-06-11,Norte,Yes
50223,1155,Aspiradora Ciclónica,Hogar,5,161.32,0.0,2024-10-25,Norte,Yes
50224,1080,Cafetera Espresso,Hogar,2,269.91,0.15,2024-08-15,Norte,Yes
50225,1150,Auriculares Pro,Electrónica,1,133.24,0.15,2025-08-18,Sur,Yes
50226,1251,Muñeca Interactiva,Juguetes,2,39.19,0.0,2024-11-03,Sur,Yes
50227,1046,Portátil Air,Electrónica,2,1323.25,0.05,2024-10-23,Oeste,Yes
50228,1299,Muñeca Interactiva,Juguetes,1,39.31,0.0,2025-03-01,Sur,Yes
50229,1090,Zapatillas Running,Ropa,1,92.98,0.05,2025-07-28,Este,Yes
50230,1358,Muñeca Interactiva,Juguetes,3,36.71,0.0,2024-05-11,Este,Yes
50231,1293,Coche Teledirigido,Juguetes,1,61.9,0.0,2025-08-23,Norte,Yes
50232,1110,Juego Bloques 500pzs,Juguetes,4,48.9,0.0,2024-10-18,Sur,Yes
50233,1226,Coche Teledirigido,Juguetes,1,58.79,0.2,2024-03-15,Sur,Yes
50234,1045,Aspiradora Ciclónica,Hogar,3,173.56,0.0,2024-08-17,Sur,Yes
50235,1040,Coche Teledirigido,Juguetes,4,50.86,0.05,2024-11-09,Norte,Yes
50236,1383,Portátil Air,Electrónica,1,1194.35,0.0,2025-03-07,Oeste,Yes
50237,1321,Smartphone X,Electrónica,1,697.04,0.0,2025-01-05,Oeste,Yes
50238,1062,Sartén Antiadherente,Hogar,6,30.37,0.0,2024-05-14,Norte,Yes
50239,1114,Juego Bloques 500pzs,Juguetes,2,52.51,0.3,2024-11-24,Este,Yes
50240,1080,Juego Bloques 500pzs,Juguetes,3,44.79,0.15,2024-07-06,Oeste,Yes
50241,1159,Sartén Antiadherente,Hogar,1,31.09,0.0,2024-07-26,Sur,Yes
50242,1117,Sartén Antiadherente,Hogar,1,32.06,0.1,2025-03-26,Oeste,Yes
50243,1132,Aspiradora Ciclónica,Hogar,2,136.71,0.0,2025-05-16,Este,Yes
50244,1212,Coche Teledirigido,Juguetes,5,55.86,0.0,2024-05-25,Oeste,No
50245,1076,Coche Teledirigido,Juguetes,1,63.06,0.05,2025-01-25,Oeste,Yes
50246,1354,Auriculares Pro,Electrónica,4,123.32,0.0,2024-10-18,Norte,Yes
50247,1292,Aspiradora Ciclónica,Hogar,3,149.77,0.0,2024-09-01,Sur,Yes
50248,1305,Chaqueta Invierno,Ropa,1,86.24,0.1,2025-03-27,Este,Yes
50249,1068,Juego Bloques 500pzs,Juguetes,1,49.22,0.0,2024-07-15,Norte,Yes
50250,1284,Sartén Antiadherente,Hogar,1,33.16,0.2,2025-04-25,Sur,Yes
50251,1335,Muñeca Interactiva,Juguetes,2,37.76,0.1,2024-10-07,Oeste,Yes
50252,1071,Zapatillas Running,Ropa,3,93.41,0.2,2024-04-22,Norte,Yes
50253,1301,Cafetera Espresso,Hogar,2,234.98,0.05,2025-05-09,Sur,No
50254,1144,Auriculares Pro,Electrónica,1,120.02,0.2,2025-06-11,Oeste,Yes
50255,1316,Muñeca Interactiva,Juguetes,3,36.15,0.0,2025-01-04,Sur,Yes
50256,1192,Auriculares Pro,Electrónica,2,123.42,0.05,2025-04-02,Sur,Yes
50257,1321,Chaqueta Invierno,Ropa,2,73.28,0.05,2024-05-21,Oeste,Yes
50258,1059,Coche Teledirigido,Juguetes,2,52.54,,2024-09-03,Sur,Yes
50259,1156,Muñeca Interactiva,Juguetes,1,39.6,0.0,2024-09-09,Norte,Yes
50260,1110,Zapatillas Running,Ropa,3,96.56,0.05,2025-04-24,Norte,No
50261,1100,Zapatillas Running,Ropa,2,106.31,0.15,2024-09-10,Oeste,Yes
50262,1124,Smartphone X,Electrónica,2,666.3,0.0,2025-04-04,Norte,No
50263,1153,Muñeca Interactiva,Juguetes,1,39.81,0.2,2024-08-16,Sur,No
50264,1051,Smartphone X,Electrónica,2,714.3,0.0,2025-01-24,Norte,Yes
50265,1283,Smartphone X,Electrónica,3,686.58,0.0,2024-06-24,Sur,Yes
50266,1221,Zapatillas Running,Ropa,1,99.95,0.05,2025-01-01,Oeste,Yes
50267,1332,Smartphone X,Electrónica,5,736.93,0.0,2024-04-14,Sur,Yes
50268,1283,Auriculares Pro,Electrónica,4,131.96,0.0,2025-04-08,Oeste,Yes
50269,1060,Aspiradora Ciclónica,Hogar,1,156.15,0.0,2024-03-16,Norte,Yes
50270,1028,Cafetera Espresso,Hogar,3,242.77,0.0,2025-08-31,,Yes
50271,1170,Camiseta Básica,Ropa,2,10.85,,2025-06-04,Oeste,Yes
50272,1193,Juego Bloques 500pzs,Juguetes,8,42.46,0.2,2025-01-12,Sur,Yes
50273,1097,Aspiradora Ciclónica,Hogar,1,152.08,0.05,2025-07-13,,Yes
50274,1313,Portátil Air,Electrónica,1,1104.67,0.0,2025-05-18,Oeste,Yes
50275,1233,Cafetera Espresso,Hogar,2,256.67,0.05,2024-05-18,Sur,Yes
50276,1300,Aspiradora Ciclónica,Hogar,1,172.32,0.2,2025-04-13,Este,Yes
50277,1044,Juego Bloques 500pzs,Juguetes,3,42.14,0.1,2024-09-24,Oeste,Yes
50278,1327,Auriculares Pro,Electrónica,2,131.56,,2025-06-13,Norte,Yes
50279,1083,Portátil Air,Electrónica,1,1112.21,0.0,2025-06-18,Sur,Yes
50280,1180,Camiseta Básica,Ropa,2,11.74,0.3,2025-08-07,,No
50281,1176,Chaqueta Invierno,Ropa,5,75.18,0.2,2024-11-03,Sur,Yes
50282,1329,Coche Teledirigido,Juguetes,4,61.49,0.0,2024-06-15,Norte,Yes
50283,1111,Cafetera Espresso,Hogar,2,237.17,0.15,2024-05-08,Este,Yes
50284,1097,Sartén Antiadherente,Hogar,1,34.27,0.0,2024-05-30,Norte,Yes
50285,1136,Sartén Antiadherente,Hogar,1,31.45,0.0,2025-08-27,Este,Yes
50286,1145,Coche Teledirigido,Juguetes,5,56.32,0.15,2025-01-16,Norte,Yes
50287,1073,Zapatillas Running,Ropa,3,86.67,0.05,2024-09-10,,Yes
50288,1071,Portátil Air,Electrónica,2,1220.25,,2024-11-02,Sur,Yes
50289,1093,Auriculares Pro,Electrónica,5,137.08,0.3,2024-06-03,Este,Yes
50290,1187,Camiseta Básica,Ropa,1,12.23,,2025-01-08,Sur,Yes
50291,1138,Aspiradora Ciclónica,Hogar,3,183.92,0.0,2024-10-20,Sur,Yes
50292,1157,Zapatillas Running,Ropa,1,104.51,0.05,2025-05-13,Oeste,Yes
50293,1288,Zapatillas Running,Ropa,1,92.95,0.15,2024-03-12,Este,Yes
50294,1097,Zapatillas Running,Ropa,2,92.89,0.05,2025-07-25,Norte,Yes
50295,1364,Muñeca Interactiva,Juguetes,2,40.28,0.5,2024-04-03,Oeste,Yes
50296,1301,Muñeca Interactiva,Juguetes,6,36.71,0.1,2024-10-16,Sur,Yes
50297,1070,Auriculares Pro,Electrónica,1,139.53,0.0,2024-09-04,Norte,Yes
50298,1126,Auriculares Pro,Electrónica,4,132.27,0.0,2025-03-30,Sur,Yes
50299,1074,Portátil Air,Electrónica,3,1220.52,0.15,2025-02-25,Norte,Yes
50300,1110,Coche Teledirigido,Juguetes,3,61.84,0.5,2024-06-17,Norte,No
50301,1147,Zapatillas Running,Ropa,6,106.46,0.0,2024-11-25,Este,Yes
